article_id,batch_id,category,status,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,local_scope,requires_sources,source_policy,internal_link_targets,commercial_link_target,agent_retrieval,author,score,quality_status,repair_attempts,published_date,last_checked,notes
BA-0001,B01,APP,PUBLISHED,app thuê xe máy là gì,App & Ứng dụng; app thuê xe máy là gì,informational-product,App Thuê xe Máy là gì,app-thue-xe-may-la-gi,blog/app/app-thue-xe-may-la-gi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,2026-09-26,2026-09-26,pilot/fixture
BA-0880,B18,GUIDE,PLANNED,mùa đông thuê xe hà nội cho khách nước ngoài,Hướng dẫn / thủ tục; mùa đông thuê xe hà nội cho khách nước ngoài,informational,Mùa Đông Thuê xe hà Nội Cho Khách Nước Ngoài,mua-dong-thue-xe-ha-noi-cho-khach-nuoc-ngoai,blog/huong-dan/mua-dong-thue-xe-ha-noi-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0881,B18,SAFE,PLANNED,bằng lái a1 a2 khác gì tóm tắt,An toàn / pháp lý; bằng lái a1 a2 khác gì tóm tắt,informational-legal,Bằng Lái a1 a2 Khác gì Tóm Tắt,bang-lai-a1-a2-khac-gi-tom-tat,blog/an-toan/bang-lai-a1-a2-khac-gi-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0882,B18,LOCAL,PLANNED,quảng đi long biên view cuối tuần,Địa phương / du lịch; quảng đi long biên view cuối tuần,local-informational,Quảng đi Long Biên View Cuối Tuần,quang-di-long-bien-view-cuoi-tuan,blog/dia-phuong/quang-di-long-bien-view-cuoi-tuan/index.html,blog/dia-phuong/,Long Biên,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0883,B18,APP,PLANNED,kịch bản dùng app thuê xe cho người mới tại Hà Nội,App & Ứng dụng; kịch bản dùng app thuê xe cho người mới tại Hà Nội,informational-product,Kịch Bản Dùng App Thuê xe Cho Người Mới Tại Hà Nội,kich-ban-dung-app-thue-xe-cho-nguoi-moi-tai-ha-noi,blog/app/kich-ban-dung-app-thue-xe-cho-nguoi-moi-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0884,B18,RENT,PLANNED,thuê xe dài ngày giá tốt cho sinh viên,Thuê xe máy; thuê xe dài ngày giá tốt cho sinh viên,commercial-informational,Thuê xe Dài Ngày Giá Tốt Cho Sinh Viên,thue-xe-dai-ngay-gia-tot-cho-sinh-vien,blog/thue-xe/thue-xe-dai-ngay-gia-tot-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0885,B18,EV,PLANNED,app mở khóa xe điện giá tốt,Xe điện / xe máy điện; app mở khóa xe điện giá tốt,informational-product,App mở Khóa xe Điện Giá Tốt,app-mo-khoa-xe-dien-gia-tot,blog/xe-dien/app-mo-khoa-xe-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0886,B18,GUIDE,PLANNED,nắng nóng và lái xe cho khách nước ngoài,Hướng dẫn / thủ tục; nắng nóng và lái xe cho khách nước ngoài,informational,Nắng Nóng và Lái xe Cho Khách Nước Ngoài,nang-nong-va-lai-xe-cho-khach-nuoc-ngoai,blog/huong-dan/nang-nong-va-lai-xe-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0887,B18,SAFE,PLANNED,người nước ngoài lái xe ở việt nam tóm tắt,An toàn / pháp lý; người nước ngoài lái xe ở việt nam tóm tắt,informational-legal,Người Nước Ngoài Lái xe ở Việt Nam Tóm Tắt,nguoi-nuoc-ngoai-lai-xe-o-viet-nam-tom-tat,blog/an-toan/nguoi-nuoc-ngoai-lai-xe-o-viet-nam-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0888,B18,LOCAL,PLANNED,hoàng hôn hồ tây cuối tuần,Địa phương / du lịch; hoàng hôn hồ tây cuối tuần,local-informational,Hoàng Hôn hồ Tây Cuối Tuần,hoang-hon-ho-tay-cuoi-tuan,blog/dia-phuong/hoang-hon-ho-tay-cuoi-tuan/index.html,blog/dia-phuong/,hồ Tây,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0889,B18,APP,PLANNED,so sánh ứng dụng thuê xe máy điện và xe xăng tại Hà Nội,App & Ứng dụng; so sánh ứng dụng thuê xe máy điện và xe xăng tại Hà Nội,informational-product,so Sánh Ứng Dụng Thuê xe Máy Điện và xe Xăng Tại Hà Nội,so-sanh-ung-dung-thue-xe-may-dien-va-xe-xang-tai-ha-noi,blog/app/so-sanh-ung-dung-thue-xe-may-dien-va-xe-xang-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0890,B18,RENT,PLANNED,ưu đãi thuê xe dài hạn cho sinh viên,Thuê xe máy; ưu đãi thuê xe dài hạn cho sinh viên,commercial-informational,ưu Đãi Thuê xe Dài Hạn Cho Sinh Viên,uu-dai-thue-xe-dai-han-cho-sinh-vien,blog/thue-xe/uu-dai-thue-xe-dai-han-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0891,B18,EV,PLANNED,cửa hàng cho thuê xe điện giá tốt,Xe điện / xe máy điện; cửa hàng cho thuê xe điện giá tốt,informational-product,Cửa Hàng Cho Thuê xe Điện Giá Tốt,cua-hang-cho-thue-xe-dien-gia-tot,blog/xe-dien/cua-hang-cho-thue-xe-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0892,B18,GUIDE,PLANNED,đi đường trường bằng xe thuê cho khách nước ngoài,Hướng dẫn / thủ tục; đi đường trường bằng xe thuê cho khách nước ngoài,informational,đi Đường Trường Bằng xe Thuê Cho Khách Nước Ngoài,di-duong-truong-bang-xe-thue-cho-khach-nuoc-ngoai,blog/huong-dan/di-duong-truong-bang-xe-thue-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0893,B18,SAFE,PLANNED,idp và bằng lái quốc tế tóm tắt,An toàn / pháp lý; idp và bằng lái quốc tế tóm tắt,informational-legal,Idp và Bằng Lái Quốc tế Tóm Tắt,idp-va-bang-lai-quoc-te-tom-tat,blog/an-toan/idp-va-bang-lai-quoc-te-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0894,B18,LOCAL,PLANNED,chạy buổi sáng hồ gươm cuối tuần,Địa phương / du lịch; chạy buổi sáng hồ gươm cuối tuần,local-informational,Chạy Buổi Sáng hồ Gươm Cuối Tuần,chay-buoi-sang-ho-guom-cuoi-tuan,blog/dia-phuong/chay-buoi-sang-ho-guom-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0895,B18,APP,PLANNED,ứng dụng thuê xe không cần tải tại Hà Nội,App & Ứng dụng; ứng dụng thuê xe không cần tải tại Hà Nội,informational-product,Ứng Dụng Thuê xe Không Cần Tải Tại Hà Nội,ung-dung-thue-xe-khong-can-tai-tai-ha-noi,blog/app/ung-dung-thue-xe-khong-can-tai-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0896,B18,RENT,PLANNED,mùa cao điểm thuê xe máy cho sinh viên,Thuê xe máy; mùa cao điểm thuê xe máy cho sinh viên,commercial-informational,Mùa Cao Điểm Thuê xe Máy Cho Sinh Viên,mua-cao-diem-thue-xe-may-cho-sinh-vien,blog/thue-xe/mua-cao-diem-thue-xe-may-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0897,B18,EV,PLANNED,dịch vụ sửa xe điện giá tốt,Xe điện / xe máy điện; dịch vụ sửa xe điện giá tốt,informational-product,Dịch vụ Sửa xe Điện Giá Tốt,dich-vu-sua-xe-dien-gia-tot,blog/xe-dien/dich-vu-sua-xe-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0898,B18,GUIDE,PLANNED,đèo dốc và xe máy thuê cho khách nước ngoài,Hướng dẫn / thủ tục; đèo dốc và xe máy thuê cho khách nước ngoài,informational,Đèo Dốc và xe Máy Thuê Cho Khách Nước Ngoài,deo-doc-va-xe-may-thue-cho-khach-nuoc-ngoai,blog/huong-dan/deo-doc-va-xe-may-thue-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0899,B18,SAFE,PLANNED,bảo hiểm khi thuê xe máy tóm tắt,An toàn / pháp lý; bảo hiểm khi thuê xe máy tóm tắt,informational-legal,Bảo Hiểm Khi Thuê xe Máy Tóm Tắt,bao-hiem-khi-thue-xe-may-tom-tat,blog/an-toan/bao-hiem-khi-thue-xe-may-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0900,B18,LOCAL,PLANNED,cà phê phố cổ cuối tuần,Địa phương / du lịch; cà phê phố cổ cuối tuần,local-informational,cà Phê Phố cổ Cuối Tuần,ca-phe-pho-co-cuoi-tuan,blog/dia-phuong/ca-phe-pho-co-cuoi-tuan/index.html,blog/dia-phuong/,Phố cổ,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0901,B19,APP,PLANNED,rental assistant là gì tại Hà Nội,App & Ứng dụng; rental assistant là gì tại Hà Nội,informational-product,Rental Assistant là gì Tại Hà Nội,rental-assistant-la-gi-tai-ha-noi,blog/app/rental-assistant-la-gi-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0902,B19,RENT,PLANNED,đặt xe trước hay đến trực tiếp cho sinh viên,Thuê xe máy; đặt xe trước hay đến trực tiếp cho sinh viên,commercial-informational,Đặt xe Trước Hay Đến Trực Tiếp Cho Sinh Viên,dat-xe-truoc-hay-den-truc-tiep-cho-sinh-vien,blog/thue-xe/dat-xe-truoc-hay-den-truc-tiep-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0903,B19,EV,PLANNED,kiểm tra xe điện trước khi thuê giá tốt,Xe điện / xe máy điện; kiểm tra xe điện trước khi thuê giá tốt,informational-product,Kiểm Tra xe Điện Trước Khi Thuê Giá Tốt,kiem-tra-xe-dien-truoc-khi-thue-gia-tot,blog/xe-dien/kiem-tra-xe-dien-truoc-khi-thue-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0904,B19,GUIDE,PLANNED,đường vành đai hà nội cho khách nước ngoài,Hướng dẫn / thủ tục; đường vành đai hà nội cho khách nước ngoài,informational,Đường Vành Đai hà Nội Cho Khách Nước Ngoài,duong-vanh-dai-ha-noi-cho-khach-nuoc-ngoai,blog/huong-dan/duong-vanh-dai-ha-noi-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0905,B19,SAFE,PLANNED,trách nhiệm khi tai nạn với xe thuê tóm tắt,An toàn / pháp lý; trách nhiệm khi tai nạn với xe thuê tóm tắt,informational-legal,Trách Nhiệm Khi Tai Nạn Với xe Thuê Tóm Tắt,trach-nhiem-khi-tai-nan-voi-xe-thue-tom-tat,blog/an-toan/trach-nhiem-khi-tai-nan-voi-xe-thue-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0906,B19,LOCAL,PLANNED,cà phê trứng và xe máy cuối tuần,Địa phương / du lịch; cà phê trứng và xe máy cuối tuần,local-informational,cà Phê Trứng và xe Máy Cuối Tuần,ca-phe-trung-va-xe-may-cuoi-tuan,blog/dia-phuong/ca-phe-trung-va-xe-may-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0907,B19,APP,PLANNED,agent chọn xe giúp bạn tại Hà Nội,App & Ứng dụng; agent chọn xe giúp bạn tại Hà Nội,informational-product,Agent Chọn xe Giúp Bạn Tại Hà Nội,agent-chon-xe-giup-ban-tai-ha-noi,blog/app/agent-chon-xe-giup-ban-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0908,B19,RENT,PLANNED,liên hệ đặt xe nhanh cho sinh viên,Thuê xe máy; liên hệ đặt xe nhanh cho sinh viên,commercial-informational,Liên hệ Đặt xe Nhanh Cho Sinh Viên,lien-he-dat-xe-nhanh-cho-sinh-vien,blog/thue-xe/lien-he-dat-xe-nhanh-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0909,B19,EV,PLANNED,quy trình trả xe điện giá tốt,Xe điện / xe máy điện; quy trình trả xe điện giá tốt,informational-product,Quy Trình Trả xe Điện Giá Tốt,quy-trinh-tra-xe-dien-gia-tot,blog/xe-dien/quy-trinh-tra-xe-dien-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0910,B19,GUIDE,PLANNED,trả xe đúng giờ để tránh phí cho khách nước ngoài,Hướng dẫn / thủ tục; trả xe đúng giờ để tránh phí cho khách nước ngoài,informational,Trả xe Đúng Giờ để Tránh Phí Cho Khách Nước Ngoài,tra-xe-dung-gio-de-tranh-phi-cho-khach-nuoc-ngoai,blog/huong-dan/tra-xe-dung-gio-de-tranh-phi-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0911,B19,SAFE,PLANNED,thủ tục khi va chạm nhẹ tóm tắt,An toàn / pháp lý; thủ tục khi va chạm nhẹ tóm tắt,informational-legal,Thủ Tục Khi va Chạm Nhẹ Tóm Tắt,thu-tuc-khi-va-cham-nhe-tom-tat,blog/an-toan/thu-tuc-khi-va-cham-nhe-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0912,B19,LOCAL,PLANNED,bánh cuốn và hành trình cuối tuần,Địa phương / du lịch; bánh cuốn và hành trình cuối tuần,local-informational,Bánh Cuốn và Hành Trình Cuối Tuần,banh-cuon-va-hanh-trinh-cuoi-tuan,blog/dia-phuong/banh-cuon-va-hanh-trinh-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0913,B19,APP,PLANNED,đặt cọc và ứng dụng thuê xe tại Hà Nội,App & Ứng dụng; đặt cọc và ứng dụng thuê xe tại Hà Nội,informational-product,Đặt Cọc và Ứng Dụng Thuê xe Tại Hà Nội,dat-coc-va-ung-dung-thue-xe-tai-ha-noi,blog/app/dat-coc-va-ung-dung-thue-xe-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0914,B19,RENT,PLANNED,xác nhận giá trước khi đặt cho sinh viên,Thuê xe máy; xác nhận giá trước khi đặt cho sinh viên,commercial-informational,Xác Nhận Giá Trước Khi Đặt Cho Sinh Viên,xac-nhan-gia-truoc-khi-dat-cho-sinh-vien,blog/thue-xe/xac-nhan-gia-truoc-khi-dat-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0915,B19,EV,PLANNED,pin chảy khi không dùng giá tốt,Xe điện / xe máy điện; pin chảy khi không dùng giá tốt,informational-product,Pin Chảy Khi Không Dùng Giá Tốt,pin-chay-khi-khong-dung-gia-tot,blog/xe-dien/pin-chay-khi-khong-dung-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0916,B19,GUIDE,PLANNED,đánh giá cửa hàng sau khi thuê cho khách nước ngoài,Hướng dẫn / thủ tục; đánh giá cửa hàng sau khi thuê cho khách nước ngoài,informational,Đánh Giá Cửa Hàng Sau Khi Thuê Cho Khách Nước Ngoài,danh-gia-cua-hang-sau-khi-thue-cho-khach-nuoc-ngoai,blog/huong-dan/danh-gia-cua-hang-sau-khi-thue-cho-khach-nuoc-ngoai/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0917,B19,SAFE,PLANNED,gọi cảnh sát khi tai nạn tóm tắt,An toàn / pháp lý; gọi cảnh sát khi tai nạn tóm tắt,informational-legal,Gọi Cảnh Sát Khi Tai Nạn Tóm Tắt,goi-canh-sat-khi-tai-nan-tom-tat,blog/an-toan/goi-canh-sat-khi-tai-nan-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0918,B19,LOCAL,PLANNED,phở bò và hành trình sáng cuối tuần,Địa phương / du lịch; phở bò và hành trình sáng cuối tuần,local-informational,Phở bò và Hành Trình Sáng Cuối Tuần,pho-bo-va-hanh-trinh-sang-cuoi-tuan,blog/dia-phuong/pho-bo-va-hanh-trinh-sang-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0919,B19,APP,PLANNED,nhận xe khi đặt qua ứng dụng tại Hà Nội,App & Ứng dụng; nhận xe khi đặt qua ứng dụng tại Hà Nội,informational-product,Nhận xe Khi Đặt Qua Ứng Dụng Tại Hà Nội,nhan-xe-khi-dat-qua-ung-dung-tai-ha-noi,blog/app/nhan-xe-khi-dat-qua-ung-dung-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0920,B19,RENT,PLANNED,xe thuê có bảo hiểm không cho sinh viên,Thuê xe máy; xe thuê có bảo hiểm không cho sinh viên,commercial-informational,xe Thuê có Bảo Hiểm Không Cho Sinh Viên,xe-thue-co-bao-hiem-khong-cho-sinh-vien,blog/thue-xe/xe-thue-co-bao-hiem-khong-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0921,B19,EV,PLANNED,bảo quản xe điện mùa mưa giá tốt,Xe điện / xe máy điện; bảo quản xe điện mùa mưa giá tốt,informational-product,Bảo Quản xe Điện Mùa Mưa Giá Tốt,bao-quan-xe-dien-mua-mua-gia-tot,blog/xe-dien/bao-quan-xe-dien-mua-mua-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0922,B19,GUIDE,PLANNED,thủ tục thuê xe máy nhanh gọn,Hướng dẫn / thủ tục; thủ tục thuê xe máy nhanh gọn,informational,Thủ Tục Thuê xe Máy Nhanh Gọn,thu-tuc-thue-xe-may-nhanh-gon,blog/huong-dan/thu-tuc-thue-xe-may-nhanh-gon/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0923,B19,SAFE,PLANNED,khám sức khỏe lái xe tóm tắt,An toàn / pháp lý; khám sức khỏe lái xe tóm tắt,informational-legal,Khám Sức Khỏe Lái xe Tóm Tắt,kham-suc-khoe-lai-xe-tom-tat,blog/an-toan/kham-suc-khoe-lai-xe-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0924,B19,LOCAL,PLANNED,chợ hoa quận tám cuối tuần,Địa phương / du lịch; chợ hoa quận tám cuối tuần,local-informational,Chợ Hoa Quận Tám Cuối Tuần,cho-hoa-quan-tam-cuoi-tuan,blog/dia-phuong/cho-hoa-quan-tam-cuoi-tuan/index.html,blog/dia-phuong/,Hà Nội (khu vực),no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0925,B19,APP,PLANNED,hủy lịch thuê xe qua app tại Hà Nội,App & Ứng dụng; hủy lịch thuê xe qua app tại Hà Nội,informational-product,Hủy Lịch Thuê xe Qua App Tại Hà Nội,huy-lich-thue-xe-qua-app-tai-ha-noi,blog/app/huy-lich-thue-xe-qua-app-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0926,B19,RENT,PLANNED,hỏng xe giữa đường khi thuê cho sinh viên,Thuê xe máy; hỏng xe giữa đường khi thuê cho sinh viên,commercial-informational,Hỏng xe Giữa Đường Khi Thuê Cho Sinh Viên,hong-xe-giua-duong-khi-thue-cho-sinh-vien,blog/thue-xe/hong-xe-giua-duong-khi-thue-cho-sinh-vien/index.html,blog/thue-xe/,,no,no-external,blog/thue-xe/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0927,B19,EV,PLANNED,xe điện cho thành phố nhỏ giá tốt,Xe điện / xe máy điện; xe điện cho thành phố nhỏ giá tốt,informational-product,xe Điện Cho Thành Phố Nhỏ Giá Tốt,xe-dien-cho-thanh-pho-nho-gia-tot,blog/xe-dien/xe-dien-cho-thanh-pho-nho-gia-tot/index.html,blog/xe-dien/,,no,no-external,blog/xe-dien/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0928,B19,GUIDE,PLANNED,giấy tờ cần khi thuê xe nhanh gọn,Hướng dẫn / thủ tục; giấy tờ cần khi thuê xe nhanh gọn,informational,Giấy tờ Cần Khi Thuê xe Nhanh Gọn,giay-to-can-khi-thue-xe-nhanh-gon,blog/huong-dan/giay-to-can-khi-thue-xe-nhanh-gon/index.html,blog/huong-dan/,,no,no-external,blog/huong-dan/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0929,B19,SAFE,PLANNED,đèn xe và an toàn đêm tóm tắt,An toàn / pháp lý; đèn xe và an toàn đêm tóm tắt,informational-legal,Đèn xe và an Toàn Đêm Tóm Tắt,den-xe-va-an-toan-dem-tom-tat,blog/an-toan/den-xe-va-an-toan-dem-tom-tat/index.html,blog/an-toan/,,yes,legal-gate,blog/an-toan/; /,none,no,MotoAI Editorial,,,0,,,legal-gate: CLAIM->SUBJECT->CONDITION->RULE->VERSION->PRIMARY SOURCE required
BA-0930,B19,LOCAL,PLANNED,chùa một cột hà nội cuối tuần,Địa phương / du lịch; chùa một cột hà nội cuối tuần,local-informational,Chùa Một Cột hà Nội Cuối Tuần,chua-mot-cot-ha-noi-cuoi-tuan,blog/dia-phuong/chua-mot-cot-ha-noi-cuoi-tuan/index.html,blog/dia-phuong/,hà Nội,no,no-external,blog/dia-phuong/; /,none,yes,MotoAI Editorial,,,0,,,
BA-0931,B19,APP,PLANNED,app thuê xe cho người nước ngoài tại Hà Nội,App & Ứng dụng; app thuê xe cho người nước ngoài tại Hà Nội,informational-product,App Thuê xe Cho Người Nước Ngoài Tại Hà Nội,app-thue-xe-cho-nguoi-nuoc-ngoai-tai-ha-noi,blog/app/app-thue-xe-cho-nguoi-nuoc-ngoai-tai-ha-noi/index.html,blog/app/,,no,no-external,blog/app/; /,none,yes,MotoAI Editorial,,,0,,,
